file_names,labels
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_016961.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_015414.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_023433.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_004209.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_023374.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_012545.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_004263.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_005808.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_008935.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_009486.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_010783.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_002612.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_009070.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_012585.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021873.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_015454.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_011343.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_013705.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_009768.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_008167.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_009401.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_023118.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_003478.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_016204.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_022698.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_005056.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_013933.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_005079.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_023560.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_022639.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_001416.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_010441.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_017876.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_010709.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_010575.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_005310.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021007.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_023033.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_017574.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_002930.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_011258.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_011518.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_007621.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_023813.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_014767.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_004865.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_013327.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_016440.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021422.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_012268.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_005791.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_001328.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_019386.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_016050.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_007538.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_010035.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_012242.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_001141.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_018082.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_022828.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021503.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_007525.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_013082.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_007449.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_020650.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_009084.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_018149.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_016652.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_009880.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_022267.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_008940.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_010258.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_003839.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_014564.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021206.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_007675.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_023434.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_017020.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_014393.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_019836.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_018665.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_011558.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_016008.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_010753.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021133.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_016687.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_001560.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_019334.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_002856.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_018598.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_008749.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_022139.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_015276.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_009108.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_011927.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_023218.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_007367.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_002667.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_015096.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_013011.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_000888.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_009844.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_004735.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_013921.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_002368.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_022949.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_018706.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_022880.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_016989.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021004.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_000356.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_020269.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_018849.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_003899.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_002488.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_002390.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021143.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_000940.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_022345.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_017566.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_008329.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_001404.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_023464.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021041.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_002546.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_003927.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_008961.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_005185.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_003956.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021848.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_018210.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_014946.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_006052.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021014.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_007670.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_011004.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021334.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_000355.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021027.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_015480.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_008101.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_004451.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_005813.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_017597.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_002370.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_004515.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_010649.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_014298.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_009334.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_004745.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_021567.jpg,1
/media/DOLPHIN1/Wh_detection_database_NEURIPS/Dolph2Vec_detection_all_years/spectrograms/positives/whistle_014245.jpg,1
